Security Symbol,Security Name,Industry,snapshot_date,source_url
SESAGOA,Sesa Goa Ltd.,MINING,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
STER,Sterlite Industries (India) Ltd.,METALS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2012-07-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_jul12.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
AXISBANK,Axis Bank Ltd.,BANKS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
BANKBARODA,Bank of Baroda,BANKS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
COALINDIA,Coal India Ltd.,MINING,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
DLF,DLF Ltd.,CONSTRUCTION,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
GAIL,GAIL (India) Ltd.,GAS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
ITC,I T C Ltd.,CIGARETTES,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
NTPC,NTPC Ltd.,POWER,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
PNB,Punjab National Bank,BANKS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
SBIN,State Bank of India,BANKS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
SESAGOA,Sesa Goa Ltd.,MINING,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
STER,Sterlite Industries (India) Ltd.,METALS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2012-08-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_aug12.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
AXISBANK,Axis Bank Ltd.,BANKS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
BANKBARODA,Bank of Baroda,BANKS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
COALINDIA,Coal India Ltd.,MINING,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
DLF,DLF Ltd.,CONSTRUCTION,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
GAIL,GAIL (India) Ltd.,GAS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
IDFC,IDFC Ltd.,FINANCIAL INSTITUTION,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
ITC,I T C Ltd.,CIGARETTES,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
JINDALSTEL,Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
JPASSOCIAT,Jaiprakash Associates Ltd.,CONSTRUCTION,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
LT,Larsen & Toubro Ltd.,ENGINEERING,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
LUPIN,Lupin Ltd.,PHARMACEUTICALS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
NTPC,NTPC Ltd.,POWER,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
PNB,Punjab National Bank,BANKS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
POWERGRID,Power Grid Corporation of India Ltd.,POWER,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
RELIANCE,Reliance Industries Ltd.,REFINERIES,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
RELINFRA,Reliance Infrastructure Ltd.,POWER,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
SBIN,State Bank of India,BANKS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
SESAGOA,Sesa Goa Ltd.,MINING,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
TATAPOWER,Tata Power Co. Ltd.,POWER,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,2012-09-30,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_sep12.zip
ACC,ACC Ltd.,CEMENT AND CEMENT PRODUCTS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
ASIANPAINT,Asian Paints Ltd.,PAINTS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
AXISBANK,Axis Bank Ltd.,BANKS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
BANKBARODA,Bank of Baroda,BANKS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
CIPLA,Cipla Ltd.,PHARMACEUTICALS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
COALINDIA,Coal India Ltd.,MINING,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
DLF,DLF Ltd.,CONSTRUCTION,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
GAIL,GAIL (India) Ltd.,GAS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
HDFCBANK,HDFC Bank Ltd.,BANKS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
ICICIBANK,ICICI Bank Ltd.,BANKS,2012-10-31,https://www.niftyindices.com/Market_Capitalisation_Weightage_Beta_for_NIFTY_50_And_NIFTY_Next_50/mcwb_oct12.zip
